X,Y,X,Y
107.123236311523,-5.38650583221906,735279.930000000051223,9404202.300000000745058
107.025457274977,-5.38662025759354,724440.229999999981374,9404226.500000000000000
106.923735869636,-5.38703431741006,713164.069999999948777,9404217.199999999254942
106.821434529641,-5.38659764961864,701824.589999999967404,9404300.300000000745058
106.720363508226,-5.38736187532814,690621.720000000088476,9404248.300000000745058
106.619443953937,-5.38752027454986,679436.430000000051223,9404261.400000000372529
106.517851588832,-5.3875053535249,668177.180000000051223,9404292.000000000000000
106.416695613723,-5.38836053907863,656966.589999999967404,9404224.400000000372529
106.353086832874,-5.38774105135556,649917.709999999962747,9404308.900000000372529
