loc_id,XP,YP,Tp_s,Tm2_0_TM02_s,Tm_1_0_TMM10_s
1,702415.75,9323137.0,4.570383912248629,3.698118335414846,4.703865203937046
2,702386.1875,9323175.0,4.570383912248629,3.552446928624076,4.6418976827231715
3,702380.0625,9323225.0,4.570383912248629,3.552854517848537,4.638470456731719
4,702373.875,9323274.0,4.570383912248629,3.538051543305076,4.625870160879079
5,702367.6875,9323324.0,4.570383912248629,3.598395015875507,4.648867884924818
6,702361.5,9323373.0,4.570383912248629,3.6823693141614333,4.677282743262674
7,702355.875,9323423.0,4.482294935006723,3.7073965282242636,4.652386144093294
8,702370.5,9323470.0,4.482294935006723,3.595125933375466,4.565737422831606
9,702362.1875,9323519.0,4.482294935006723,3.572279599057041,4.508247435572232
10,702362.0625,9323566.0,4.482294935006723,3.4358283417270616,4.403333636309479
11,702396.75,9323602.0,4.482294935006723,3.2995405584633297,4.28596979528131
12,702440.125,9323614.0,4.482294935006723,3.272949330119109,4.258030443858182
13,702489.6875,9323607.0,4.482294935006723,3.2760599457588637,4.271001734317851
14,702539.25,9323600.0,4.482294935006723,3.253064678670656,4.246403300615761
15,702588.8125,9323594.0,4.482294935006723,3.229442713206079,4.218057609569228
16,702638.375,9323587.0,4.482294935006723,3.1893559634838424,4.167044288471478
17,702688.0,9323581.0,4.482294935006723,3.1639673764737117,4.132658204954664
18,702737.5625,9323574.0,4.395604395604395,3.128506989238922,4.083243152368438
19,702787.125,9323568.0,4.395604395604395,3.148665037079958,4.11575652435226
20,702836.6875,9323561.0,4.395604395604395,3.182985633288066,4.17091129594542
21,702886.25,9323555.0,4.395604395604395,3.186777559408264,4.177751150522459
22,702935.75,9323548.0,4.395604395604395,3.2088467453533815,4.204209586306397
23,702985.3125,9323541.0,4.395604395604395,3.2051293425665195,4.210548875691039
24,703034.875,9323535.0,4.395604395604395,3.1799012847193495,4.176180750976671
25,703084.4375,9323528.0,4.395604395604395,3.189607316179386,4.199447467047719
26,703134.0,9323521.0,4.395604395604395,3.211444968956162,4.248428322163756
27,703183.5625,9323515.0,4.395604395604395,3.2099960672932837,4.279219542627052
28,703233.125,9323508.0,4.482294935006723,3.2126616356029936,4.317181446895174
29,703279.5625,9323491.0,4.482294935006723,3.12700934715366,4.274809117793338
30,703316.75,9323459.0,4.482294935006723,3.006881596391372,4.188048652047189
31,703340.125,9323415.0,4.482294935006723,2.895029729560315,4.093524879247993
32,703355.0625,9323367.0,4.482294935006723,2.8712229007511767,4.092592604392365
33,703362.375,9323318.0,4.482294935006723,2.889780667414471,4.134907808618467
34,703349.0625,9323270.0,4.482294935006723,2.8622900480925013,4.107567137113442
35,703317.875,9323232.0,4.482294935006723,2.8500469241538617,4.083661146475534
36,703280.9375,9323198.0,4.482294935006723,2.2363221475257506,3.442682601654185
37,703244.0625,9323164.0,4.482294935006723,1.8827598190276824,2.8069226367768723
38,703208.5625,9323129.0,4.482294935006723,1.7111088896521158,2.483336736728559
39,703173.0,9323094.0,2.0559210526315788,1.5813578452738248,2.203842511838632
40,703151.875,9323053.0,1.8653236336504382,1.519835403127133,2.1109633546828577
